,Unnamed: 0,Store,Store Latitude,Store Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,0,Bloom Dispensary,33.447499512302315,-111.99179170230312,Bloom Dispensary,33.447499512302315,-111.99179170230312,Marijuana Dispensary
1,1,Bloom Dispensary,33.447499512302315,-111.99179170230312,PHX Skytrain Station,33.446822435002105,-111.99031591415404,Light Rail Station
2,2,Bloom Dispensary,33.447499512302315,-111.99179170230312,Speedy Street Tacos,33.4485684907668,-111.99516616321098,Taco Place
3,3,Bloom Dispensary,33.447499512302315,-111.99179170230312,Crowne Plaza Phoenix Airport,33.44885809618918,-111.9885211865082,Hotel
4,4,Bloom Dispensary,33.447499512302315,-111.99179170230312,Papa John's Pizza,33.44916915893555,-111.99549865722656,Pizza Place
5,5,Bloom Dispensary,33.447499512302315,-111.99179170230312,Airport auto center,33.448476,-111.993349,Airport
6,6,Bloom Dispensary,33.447499512302315,-111.99179170230312,Flixbus Phoenix,33.447272,-111.990804,Bus Stop
7,7,Bloom Dispensary,33.447499512302315,-111.99179170230312,PHX Eats Cafe,33.449412,-111.991377,Café
8,8,Bloom Dispensary,33.447499512302315,-111.99179170230312,THE POST,33.448887,-111.98882,Restaurant
9,9,Bloom Dispensary,33.447499512302315,-111.99179170230312,METRO 44th St/Washington St,33.44820305901371,-111.98833253776051,Light Rail Station
10,10,Bloom Dispensary,33.447499512302315,-111.99179170230312,The Wren Hotel,33.44861303744882,-111.98847114708708,Hotel
11,11,Bloom Dispensary,33.447499512302315,-111.99179170230312,Crowne Plaza Fitness Center,33.448545529783736,-111.98840128261403,Gym
12,12,Bloom Dispensary,33.447499512302315,-111.99179170230312,Phoenix Airport Plaza Hotel,33.4486239117311,-111.98819751122524,Hotel
13,13,Bloom Dispensary,33.447499512302315,-111.99179170230312,Cafe Sha,33.44886016845703,-111.9882583618164,New American Restaurant
14,14,Bloom Dispensary,33.447499512302315,-111.99179170230312,Mama's Place The Legend Continues,33.447474,-111.996232,Department Store
15,15,Bloom Dispensary,33.447499512302315,-111.99179170230312,Circle K,33.44861055663737,-111.98673056726136,Convenience Store
16,16,Bloom Dispensary,33.447499512302315,-111.99179170230312,Washington Street & 44th Street,33.44817197686732,-111.98713770279522,Intersection
17,17,Bloom Dispensary,33.447499512302315,-111.99179170230312,"US Customs, Phoenix, AZ",33.44819259506241,-111.98714954386948,Airport Terminal
18,18,Bloom Dispensary,33.447499512302315,-111.99179170230312,Markets West Office Furniture,33.448605902007955,-111.98726016266276,Furniture / Home Store
19,19,Bloom Dispensary,33.447499512302315,-111.99179170230312,Bus Stop 12968,33.448726654052734,-111.9869613647461,Bus Stop
20,20,TruMed Dispensary,33.46628185,-111.99523226,TruMed Dispensary,33.46628185,-111.99523226,Alternative Healer
21,21,TruMed Dispensary,33.46628185,-111.99523226,Diamond Lounge,33.465979571335325,-111.99195854667136,Bar
22,22,TruMed Dispensary,33.46628185,-111.99523226,OUTTA BRONX,33.465605,-111.992843,New American Restaurant
23,23,TruMed Dispensary,33.46628185,-111.99523226,Redbox,33.46615982055664,-111.99614715576172,Video Store
24,24,TruMed Dispensary,33.46628185,-111.99523226,Circle K,33.4662518,-111.9961708,Convenience Store
25,25,TruMed Dispensary,33.46628185,-111.99523226,zam zam world foods,33.467118023663886,-111.99581226410488,Indian Restaurant
26,26,TruMed Dispensary,33.46628185,-111.99523226,METRO 40th St/McDowell,33.46575552504195,-111.9955390946678,Bus Station
27,27,TruMed Dispensary,33.46628185,-111.99523226,EZ Trip,33.4658912651465,-111.99551060296342,Convenience Store
28,28,TruMed Dispensary,33.46628185,-111.99523226,Cork & Bottle Liquors,33.46545821555689,-111.99290111354271,Liquor Store
29,29,TruMed Dispensary,33.46628185,-111.99523226,Krispy Krunchy Chicken,33.46538543701172,-111.99258422851562,Cajun / Creole Restaurant
30,30,TruMed Dispensary,33.46628185,-111.99523226,Ethiopian Famous Restaurant,33.465384,-111.992543,Ethiopian Restaurant
31,31,TruMed Dispensary,33.46628185,-111.99523226,The Lunchbox (Music Venue),33.466026,-111.99202,Music Venue
32,32,Sunnyside Medical Cannabis Dispensary - Phoenix,33.473428,-112.116735,27th Ave Bar & Grill,33.47091389211394,-112.1175408208318,Bar
33,33,Sunnyside Medical Cannabis Dispensary - Phoenix,33.473428,-112.116735,Encanto Green Cross,33.47356719913518,-112.11589674704685,Marijuana Dispensary
34,34,Sunnyside Medical Cannabis Dispensary - Phoenix,33.473428,-112.116735,The Jade Monkey Tattoo and Piercing,33.47288513183594,-112.11956024169922,Art Gallery
35,35,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Li's Bowl,33.38931707791747,-112.134285529396,Asian Restaurant
36,36,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Church's Chicken,33.38940299464101,-112.13442177109664,Fried Chicken Joint
37,37,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Jack in the Box,33.3910316,-112.1341751,Fast Food Restaurant
38,38,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Sally Beauty,33.38904,-112.135866,Cosmetics Shop
39,39,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Walgreens,33.39268553582188,-112.13291823863987,Pharmacy
40,40,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,SUBWAY,33.39277448414463,-112.13232653725164,Sandwich Place
41,41,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Rainbow Fashion (35th Ave/Southern),33.38895078729384,-112.13560172313444,Women's Store
42,42,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,OfficeMax (Laveen Village Center),33.38935089111328,-112.13638305664062,Paper / Office Supplies Store
43,43,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,DJ's Fish & Chips,33.3894157409668,-112.13428497314452,Seafood Restaurant
44,44,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Long Wong's of Laveen,33.389399,-112.134252,Fried Chicken Joint
45,45,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Marijuana Dispensary
46,46,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Office Max,33.389252,-112.136646,Paper / Office Supplies Store
47,47,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Alaska USA Federal Credit Union,33.391494,-112.13428799999998,Credit Union
48,48,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Taco Bell,33.393340670193645,-112.13322498658032,Fast Food Restaurant
49,49,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Filiberto's Mexican Food,33.39250183105469,-112.13575744628906,Mexican Restaurant
50,50,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,You Need Nails & Facials,33.392669677734375,-112.13233947753906,Cosmetics Shop
51,51,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Fruitlicious,33.392669677734375,-112.13233947753906,Ice Cream Shop
52,52,"Phoenix Relief Center, Medical Marijuana Dispensary",33.38911819458008,-112.13434600830078,Hibachi City Buffet,33.393146,-112.132201,Chinese Restaurant
53,53,MüV Dispensary,33.601669,-112.037756,Manuel's Mexican Resturant,33.60282249690452,-112.03663946765457,Mexican Restaurant
54,54,MüV Dispensary,33.601669,-112.037756,Dairy Queen,33.60223914474422,-112.03649751842022,Ice Cream Shop
55,55,MüV Dispensary,33.601669,-112.037756,The Home Depot,33.5994607,-112.0384661,Hardware Store
56,56,MüV Dispensary,33.601669,-112.037756,CC'S Mesquite Broiler,33.598122081062726,-112.03710253031876,Mexican Restaurant
57,57,MüV Dispensary,33.601669,-112.037756,Firestone Complete Auto Care,33.5994648,-112.03685434,Automotive Shop
58,58,MüV Dispensary,33.601669,-112.037756,Circle K,33.60306,-112.036852,Convenience Store
59,59,MüV Dispensary,33.601669,-112.037756,Great Clips,33.59815989280047,-112.038756608963,Salon / Barbershop
60,60,MüV Dispensary,33.601669,-112.037756,Tamale Store,33.60588833333333,-112.03674991666666,Mexican Restaurant
61,61,MüV Dispensary,33.601669,-112.037756,New North China,33.60371017456055,-112.03623962402344,Chinese Restaurant
62,62,MüV Dispensary,33.601669,-112.037756,Filiberto's,33.59730635027606,-112.03876171335942,Mexican Restaurant
63,63,MüV Dispensary,33.601669,-112.037756,Phoenix Jazzercise,33.59843507014346,-112.0391566695705,Gym / Fitness Center
64,64,MüV Dispensary,33.601669,-112.037756,Taco Bell,33.59763641956177,-112.03708044187496,Fast Food Restaurant
65,65,MüV Dispensary,33.601669,-112.037756,US Grass and Greens of Phoenix,33.60195277,-112.03349425,Construction & Landscaping
66,66,MüV Dispensary,33.601669,-112.037756,The cages Training Facility,33.598487,-112.035672,Gym / Fitness Center
67,67,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Costco,33.62304435939949,-111.9008320569992,Warehouse Store
68,68,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Saigon Nites,33.62201210615917,-111.90455430863352,Vietnamese Restaurant
69,69,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Cafe Paris,33.6226083685077,-111.90370595083364,Café
70,70,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,CrossFit Scottsdale,33.62066386857361,-111.90087491939816,Gym
71,71,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Enterprise Rent-A-Car,33.62179360617529,-111.9054400920868,Rental Car Location
72,72,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Samurai Sam's,33.622056,-111.904496,Japanese Restaurant
73,73,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Costco Optical,33.623653,-111.90188,Optical Shop
74,74,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Thingz,33.6229188,-111.9031004,Furniture / Home Store
75,75,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Scottsdale AirCenter (SDL),33.625658844262205,-111.90460042768888,Airport Terminal
76,76,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Fresh BBQ Innovations,33.622205075723706,-111.90418574470522,Restaurant
77,77,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Tierra Del Lagarto,33.625457763671875,-111.90143585205078,Furniture / Home Store
78,78,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Feathers,33.62542029611652,-111.90122674574448,Furniture / Home Store
79,79,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Bungalow Furniture & Accessories,33.625635,-111.90085,Furniture / Home Store
80,80,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Sub-Zero & Wolf,33.627503999999995,-111.903011,Furniture / Home Store
81,81,Harvest HOC of Scottsdale Dispensary,33.62400830000001,-111.9036692,Scottsdale Airpark Center,33.6210151538415,-111.90747394550452,Airport
82,82,Nature's Medicines Dispensary,33.46587044664698,-112.11282849311829,ampm,33.46642091,-112.11658872,Convenience Store
83,83,Nature's Medicines Dispensary,33.46587044664698,-112.11282849311829,What A Sub,33.464273,-112.113983,Sandwich Place
84,84,Nature's Medicines Dispensary,33.46587044664698,-112.11282849311829,Interstate 17 at Exit 200B,33.465897315446995,-112.10986000806372,Intersection
85,85,Nature's Medicines Dispensary,33.46587044664698,-112.11282849311829,Franciscos Band Spaces,33.469354904712226,-112.10952924605355,Rock Club
86,86,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,Marijuana Dispensary
87,87,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,Lenny's Burger Shop,33.49476823782816,-112.11866516211931,Burger Joint
88,88,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,Shooters World,33.49214378884757,-112.11927358943764,Sporting Goods Shop
89,89,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,Shamrock Foodservice Warehouse,33.49594497680664,-112.11206817626952,Warehouse Store
90,90,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,7-Eleven,33.4954378982818,-112.116671675715,Convenience Store
91,91,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,Restaurant Depot,33.491778575287846,-112.11427069335603,Kitchen Supply Store
92,92,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,Indian School Road & 27th Avenue,33.494942368831374,-112.1170637011528,Intersection
93,93,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,Mariscos Ensenada,33.495775,-112.117678,Seafood Restaurant
94,94,The Mint Dispensary,33.377237726342834,-111.9638585844414,Joe's Crab Shack,33.37874175794134,-111.9663155078888,Seafood Restaurant
95,95,The Mint Dispensary,33.377237726342834,-111.9638585844414,Waffle House,33.37816459,-111.9665807,Breakfast Spot
96,96,The Mint Dispensary,33.377237726342834,-111.9638585844414,Disney Store,33.381673,-111.964426,Toy / Game Store
97,97,The Mint Dispensary,33.377237726342834,-111.9638585844414,Starbucks,33.38098531,-111.9644952,Coffee Shop
98,98,The Mint Dispensary,33.377237726342834,-111.9638585844414,Bath & Body Works,33.381417015202274,-111.96415639397796,Cosmetics Shop
99,99,The Mint Dispensary,33.377237726342834,-111.9638585844414,TownePlace Suites Tempe at Arizona Mills Mall,33.3761044,-111.9622733,Hotel
100,100,The Mint Dispensary,33.377237726342834,-111.9638585844414,Redbox,33.377888,-111.96398,Video Store
101,101,The Mint Dispensary,33.377237726342834,-111.9638585844414,Ramada Tempe/At Arizona Mills Mall,33.377265,-111.966528,Hotel
102,102,The Mint Dispensary,33.377237726342834,-111.9638585844414,The Children's Place,33.38097370059812,-111.9644511667547,Kids Store
103,103,The Mint Dispensary,33.377237726342834,-111.9638585844414,The Home Depot,33.3790924,-111.9602398,Hardware Store
104,104,The Mint Dispensary,33.377237726342834,-111.9638585844414,Carl's Jr. / Green Burrito,33.37787417943216,-111.96398826682385,Fast Food Restaurant
105,105,The Mint Dispensary,33.377237726342834,-111.9638585844414,Circle K,33.378175,-111.964983,Convenience Store
106,106,The Mint Dispensary,33.377237726342834,-111.9638585844414,Marshalls,33.381234,-111.963828,Department Store
107,107,The Mint Dispensary,33.377237726342834,-111.9638585844414,Circle K,33.37825,-111.961839,Convenience Store
108,108,The Mint Dispensary,33.377237726342834,-111.9638585844414,Saks Fifth Avenue OFF 5TH,33.38071555559115,-111.96545654101016,Department Store
109,109,The Mint Dispensary,33.377237726342834,-111.9638585844414,Last Call by Neiman Marcus,33.380778769844724,-111.96416652157475,Department Store
110,110,The Mint Dispensary,33.377237726342834,-111.9638585844414,Hotel Tempe/Phoenix Airport InnSuites Hotel & Suites,33.37755453740278,-111.96526441230998,Hotel
111,111,The Mint Dispensary,33.377237726342834,-111.9638585844414,Shell,33.37795455,-111.9646133,Gas Station
112,112,The Mint Dispensary,33.377237726342834,-111.9638585844414,SpringHill Suites by Marriott Tempe,33.37696559098616,-111.96208029985428,Hotel
113,113,The Mint Dispensary,33.377237726342834,-111.9638585844414,Wendy’s,33.3778275,-111.9607387,Fast Food Restaurant
114,114,The Mint Dispensary,33.377237726342834,-111.9638585844414,Best Western Plus Tempe By The Mall,33.37652732992702,-111.96389526150595,Hotel
115,115,The Mint Dispensary,33.377237726342834,-111.9638585844414,CVS pharmacy,33.37863688152056,-111.96249088675516,Pharmacy
116,116,The Mint Dispensary,33.377237726342834,-111.9638585844414,Popeyes Louisiana Kitchen,33.37768403079697,-111.96452207313077,Fried Chicken Joint
117,117,The Mint Dispensary,33.377237726342834,-111.9638585844414,Baseline & Priest 77 Bus Stop (west bound),33.37838428355923,-111.96333148051876,Bus Station
118,118,The Mint Dispensary,33.377237726342834,-111.9638585844414,The Mint Dispensary,33.377237726342834,-111.9638585844414,Marijuana Dispensary
119,119,The Mint Dispensary,33.377237726342834,-111.9638585844414,Todd Stottlemyre Field,33.37587478699531,-111.96529626846312,Baseball Field
120,120,The Mint Dispensary,33.377237726342834,-111.9638585844414,Breakfast @ Ramada Inn,33.37712860107422,-111.96636199951172,Breakfast Spot
121,121,The Mint Dispensary,33.377237726342834,-111.9638585844414,Storage West,33.37734511045577,-111.9603901514996,Storage Facility
122,122,The Mint Dispensary,33.377237726342834,-111.9638585844414,Lombardo's Gelato,33.381056890439666,-111.96480446780014,Ice Cream Shop
123,123,The Mint Dispensary,33.377237726342834,-111.9638585844414,Kenneth Cole,33.381144855960954,-111.9647962891587,Clothing Store
124,124,Urban Greenhouse Dispensary,33.495483,-112.115571,Urban Greenhouse Dispensary,33.49532770892785,-112.11554319429054,Marijuana Dispensary
125,125,Urban Greenhouse Dispensary,33.495483,-112.115571,Lenny's Burger Shop,33.49476823782816,-112.11866516211931,Burger Joint
126,126,Urban Greenhouse Dispensary,33.495483,-112.115571,Shamrock Foodservice Warehouse,33.49594497680664,-112.11206817626952,Warehouse Store
127,127,Urban Greenhouse Dispensary,33.495483,-112.115571,7-Eleven,33.4954378982818,-112.116671675715,Convenience Store
128,128,Urban Greenhouse Dispensary,33.495483,-112.115571,Restaurant Depot,33.491778575287846,-112.11427069335603,Kitchen Supply Store
129,129,Urban Greenhouse Dispensary,33.495483,-112.115571,Indian School Road & 27th Avenue,33.494942368831374,-112.1170637011528,Intersection
130,130,Urban Greenhouse Dispensary,33.495483,-112.115571,Mariscos Ensenada,33.495775,-112.117678,Seafood Restaurant
131,131,Valley Of The Sun Medical Dispensary,33.409533,-112.407124,Valley Of The Sun Medical Dispensary,33.409533,-112.407124,Marijuana Dispensary
132,132,Valley Of The Sun Medical Dispensary,33.409533,-112.407124,S. Sarival Ave. and W. Eddie Albert Way,33.40905176998804,-112.40940746244836,Intersection
133,133,Valley Of The Sun Medical Dispensary,33.409533,-112.407124,State of Arizona Official Vehicular Inspection Station,33.409593005387,-112.40524023771286,Vehicle Inspection Station
134,134,Valley Of The Sun Medical Dispensary,33.409533,-112.407124,S. Sarival Ave. and W. Elwood St.,33.413606886867946,-112.40939600022212,Intersection
135,135,Encanto Green Cross,33.47356719913518,-112.11589674704685,Encanto Green Cross,33.47356719913518,-112.11589674704685,Marijuana Dispensary
136,136,Encanto Green Cross,33.47356719913518,-112.11589674704685,27th Ave Bar & Grill,33.47091389211394,-112.1175408208318,Bar
137,137,Encanto Green Cross,33.47356719913518,-112.11589674704685,The Jade Monkey Tattoo and Piercing,33.47288513183594,-112.11956024169922,Art Gallery
138,138,Encanto Green Cross,33.47356719913518,-112.11589674704685,Karla's Sports Lounge and Restaurant,33.47635938775273,-112.11168050765993,American Restaurant
139,139,Metro Meds Dispensary,33.578107,-112.124883,Red Lobster,33.579057,-112.122169,Seafood Restaurant
140,140,Metro Meds Dispensary,33.578107,-112.124883,The UPS Store,33.581422,-112.125162,Shipping Store
141,141,Metro Meds Dispensary,33.578107,-112.124883,Red Robin,33.57994726790176,-112.1239055743726,American Restaurant
142,142,Metro Meds Dispensary,33.578107,-112.124883,Chick-fil-A,33.5814916,-112.1258297,Fast Food Restaurant
143,143,Metro Meds Dispensary,33.578107,-112.124883,Barnes & Noble,33.580612414196615,-112.12147561909396,Bookstore
144,144,Metro Meds Dispensary,33.578107,-112.124883,Starbucks,33.581417933380706,-112.12740815060536,Coffee Shop
145,145,Metro Meds Dispensary,33.578107,-112.124883,Potbelly Sandwich Shop,33.58137066598911,-112.12657370642648,Sandwich Place
146,146,Metro Meds Dispensary,33.578107,-112.124883,Pei Wei,33.581175,-112.122542,Asian Restaurant
147,147,Metro Meds Dispensary,33.578107,-112.124883,PetSmart,33.580623,-112.1247899,Pet Store
148,148,Metro Meds Dispensary,33.578107,-112.124883,Cold Stone Creamery,33.581412,-112.123377,Ice Cream Shop
149,149,Metro Meds Dispensary,33.578107,-112.124883,MOD Pizza,33.58142752086646,-112.1262784634002,Pizza Place
150,150,Metro Meds Dispensary,33.578107,-112.124883,Mi Pueblo,33.57405665410777,-112.12573219293168,Mexican Restaurant
151,151,Metro Meds Dispensary,33.578107,-112.124883,The Vitamin Shoppe,33.5813735,-112.1246881,Supplement Shop
152,152,Metro Meds Dispensary,33.578107,-112.124883,Azul Day Spa,33.58108433045036,-112.12386913089853,Cosmetics Shop
153,153,Metro Meds Dispensary,33.578107,-112.124883,Chili's Grill & Bar,33.57985911,-112.12210177,Tex-Mex Restaurant
154,154,Metro Meds Dispensary,33.578107,-112.124883,Culver's,33.5799860463556,-112.12156868778688,Fast Food Restaurant
155,155,Metro Meds Dispensary,33.578107,-112.124883,Victoria's Secret PINK,33.57508377419046,-112.1213250571664,Lingerie Store
156,156,Metro Meds Dispensary,33.578107,-112.124883,Charleys Philly Steaks,33.574704,-112.121835,Sandwich Place
157,157,Metro Meds Dispensary,33.578107,-112.124883,Panera Bread,33.58052098775542,-112.12233841104512,Bakery
158,158,Metro Meds Dispensary,33.578107,-112.124883,Wells Fargo Bank,33.5761816,-112.1252735,Bank
159,159,Metro Meds Dispensary,33.578107,-112.124883,Menchie's,33.58146606433742,-112.12689753094176,Frozen Yogurt Shop
160,160,Metro Meds Dispensary,33.578107,-112.124883,Smash Burger,33.58143142976221,-112.12683319752584,Burger Joint
161,161,Metro Meds Dispensary,33.578107,-112.124883,Tropical Smoothie Cafe,33.5813816,-112.1231049,Fast Food Restaurant
162,162,Metro Meds Dispensary,33.578107,-112.124883,DoubleTree by Hilton,33.5793059,-112.1199599,Hotel
163,163,Metro Meds Dispensary,33.578107,-112.124883,Ross Dress for Less,33.58072546220612,-112.12334695662614,Clothing Store
164,164,Metro Meds Dispensary,33.578107,-112.124883,Blazin' Mongolian BBQ,33.57396017704458,-112.12570015131053,Mongolian Restaurant
165,165,Metro Meds Dispensary,33.578107,-112.124883,Vans,33.57529313620114,-112.12157011350098,Shoe Store
166,166,Metro Meds Dispensary,33.578107,-112.124883,Yogi’s Grill,33.58143434878882,-112.12647214906738,Japanese Restaurant
167,167,Metro Meds Dispensary,33.578107,-112.124883,Dairy Queen,33.57458037566253,-112.12188574623345,Ice Cream Shop
168,168,Metro Meds Dispensary,33.578107,-112.124883,Chipotle Mexican Grill,33.5814625,-112.1251124,Mexican Restaurant
169,169,Mesa Dispensary - Medical Marijuana | Tru- Bliss AZ - Phoenix,33.34050955014003,-111.68400623914796,Vertuccio Farms,33.342277,-111.686656,Farm
170,170,Mesa Dispensary - Medical Marijuana | Tru- Bliss AZ - Phoenix,33.34050955014003,-111.68400623914796,Power Road Farmers Market,33.34281956066885,-111.68682508685498,Farmers Market
171,171,Mesa Dispensary - Medical Marijuana | Tru- Bliss AZ - Phoenix,33.34050955014003,-111.68400623914796,Mesa Dispensary - Medical Marijuana | Tru- Bliss AZ - Phoenix,33.34050955014003,-111.68400623914796,Marijuana Dispensary
172,172,Mesa Dispensary - Medical Marijuana | Tru- Bliss AZ - Phoenix,33.34050955014003,-111.68400623914796,Circle K,33.336774182251844,-111.68641090393066,Convenience Store
173,173,Mesa Dispensary - Medical Marijuana | Tru- Bliss AZ - Phoenix,33.34050955014003,-111.68400623914796,Guadeloupe Farmers Market,33.342899322509766,-111.68472290039062,Farmers Market
174,174,Mesa Dispensary - Medical Marijuana | Tru- Bliss AZ - Phoenix,33.34050955014003,-111.68400623914796,Gill's Grounds,33.3421273,-111.6866298,Café
175,175,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Joe's Crab Shack,33.37874175794134,-111.9663155078888,Seafood Restaurant
176,176,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Waffle House,33.37816459,-111.9665807,Breakfast Spot
177,177,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Disney Store,33.381673,-111.964426,Toy / Game Store
178,178,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Starbucks,33.38098531,-111.9644952,Coffee Shop
179,179,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Bath & Body Works,33.381417015202274,-111.96415639397796,Cosmetics Shop
180,180,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Denny's,33.378758537251166,-111.9689735045813,Breakfast Spot
181,181,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Aunt Chilada's,33.37771182147112,-111.97094682655823,Mexican Restaurant
182,182,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Ramada Tempe/At Arizona Mills Mall,33.377265,-111.966528,Hotel
183,183,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Redbox,33.377888,-111.96398,Video Store
184,184,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,The Children's Place,33.38097370059812,-111.9644511667547,Kids Store
185,185,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Circle K,33.378175,-111.964983,Convenience Store
186,186,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Carl's Jr. / Green Burrito,33.37787417943216,-111.96398826682385,Fast Food Restaurant
187,187,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Saks Fifth Avenue OFF 5TH,33.38071555559115,-111.96545654101016,Department Store
188,188,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Marshalls,33.381234,-111.963828,Department Store
189,189,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,TownePlace Suites Tempe at Arizona Mills Mall,33.3761044,-111.9622733,Hotel
190,190,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Hotel Tempe/Phoenix Airport InnSuites Hotel & Suites,33.37755453740278,-111.96526441230998,Hotel
191,191,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Last Call by Neiman Marcus,33.380778769844724,-111.96416652157475,Department Store
192,192,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Shell,33.37795455,-111.9646133,Gas Station
193,193,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Popeyes Louisiana Kitchen,33.37768403079697,-111.96452207313077,Fried Chicken Joint
194,194,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Circle K,33.37825,-111.961839,Convenience Store
195,195,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Best Western Plus Tempe By The Mall,33.37652732992702,-111.96389526150595,Hotel
196,196,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,SpringHill Suites by Marriott Tempe,33.37696559098616,-111.96208029985428,Hotel
197,197,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Breakfast @ Ramada Inn,33.37712860107422,-111.96636199951172,Breakfast Spot
198,198,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Todd Stottlemyre Field,33.37587478699531,-111.96529626846312,Baseball Field
199,199,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,CVS pharmacy,33.37863688152056,-111.96249088675516,Pharmacy
200,200,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,The Mint Dispensary,33.377237726342834,-111.9638585844414,Marijuana Dispensary
201,201,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Burger King,33.37872740861659,-111.97071470361136,Fast Food Restaurant
202,202,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Baseline & Priest 77 Bus Stop (west bound),33.37838428355923,-111.96333148051876,Bus Station
203,203,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Lombardo's Gelato,33.381056890439666,-111.96480446780014,Ice Cream Shop
204,204,Harvest HOC of Baseline Dispensary,33.3776434,-111.9668044,Kenneth Cole,33.381144855960954,-111.9647962891587,Clothing Store
